Tenure,Monthly Charges,Device Protection,Streaming TV,Tech Support,Internet Service,Online Security,Streaming Movies,Online Backup,Payment Method,Churn
51,111.55,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Electronic check,No
51,60.5,No,No,Yes,DSL,Yes,No,Yes,Credit card (automatic),No
72,90.95,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Bank transfer (automatic),No
67,87.4,Yes,No,No,Fiber optic,No,No,Yes,Electronic check,Yes
34,19.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
67,50.95,No,No,Yes,DSL,Yes,Yes,Yes,Bank transfer (automatic),No
49,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
53,19.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
27,59.45,Yes,No,Yes,DSL,No,No,No,Electronic check,No
23,94.75,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
69,81.5,Yes,No,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
2,29.05,No,No,Yes,DSL,No,No,No,Bank transfer (automatic),No
35,86.45,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
46,70.6,No,No,Yes,DSL,Yes,Yes,Yes,Mailed check,No
54,97.2,No,Yes,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
56,98.25,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
9,75.75,Yes,No,No,Fiber optic,No,No,No,Bank transfer (automatic),Yes
20,59.2,No,No,Yes,DSL,Yes,No,No,Bank transfer (automatic),No
11,75.9,No,No,No,Fiber optic,No,No,Yes,Mailed check,No
30,90.05,No,Yes,No,Fiber optic,No,No,Yes,Electronic check,No
68,70.95,Yes,No,No,DSL,Yes,Yes,Yes,Bank transfer (automatic),No
38,102.6,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
17,85.35,Yes,No,No,Fiber optic,Yes,No,No,Bank transfer (automatic),Yes
48,106.1,Yes,Yes,No,Fiber optic,No,Yes,Yes,Credit card (automatic),Yes
1,43.8,No,No,No,DSL,No,No,No,Electronic check,No
63,59.0,Yes,Yes,No,DSL,Yes,Yes,Yes,Electronic check,No
3,69.95,Yes,Yes,No,DSL,No,Yes,No,Electronic check,No
48,24.35,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
66,29.45,No,No,Yes,DSL,No,No,No,Credit card (automatic),No
68,84.4,Yes,No,No,Fiber optic,No,No,Yes,Credit card (automatic),No
17,45.05,No,No,No,DSL,No,No,No,Electronic check,Yes
7,20.65,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
72,87.1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Bank transfer (automatic),No
29,19.85,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
37,90.35,Yes,No,Yes,Fiber optic,No,Yes,No,Electronic check,No
34,109.8,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Mailed check,Yes
42,84.65,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
59,65.5,No,No,Yes,DSL,Yes,No,Yes,Mailed check,No
11,79.5,No,Yes,No,Fiber optic,No,No,No,Bank transfer (automatic),Yes
60,80.95,No,No,No,Fiber optic,Yes,No,No,Electronic check,No
27,56.15,No,No,Yes,DSL,No,No,Yes,Mailed check,No
1,85.8,No,No,No,Fiber optic,No,Yes,No,Mailed check,Yes
1,79.1,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
17,34.4,Yes,No,No,DSL,Yes,No,No,Mailed check,No
58,20.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
1,18.8,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
3,44.3,No,No,No,DSL,No,No,No,Mailed check,Yes
53,90.8,Yes,No,No,Fiber optic,Yes,No,Yes,Electronic check,No
35,25.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
50,105.95,Yes,Yes,No,Fiber optic,Yes,Yes,No,Credit card (automatic),Yes
68,70.8,No,No,Yes,DSL,No,Yes,Yes,Credit card (automatic),No
47,25.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
65,108.8,Yes,Yes,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
5,69.75,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
51,94.65,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
46,96.05,No,Yes,No,Fiber optic,No,Yes,No,Bank transfer (automatic),Yes
9,76.85,No,No,No,Fiber optic,No,No,No,Electronic check,No
8,20.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
14,24.8,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
45,115.65,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Electronic check,No
8,74.6,No,No,No,Fiber optic,No,No,No,Credit card (automatic),No
1,50.15,Yes,No,No,DSL,No,No,No,Mailed check,Yes
66,103.15,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
72,72.1,Yes,No,Yes,DSL,Yes,No,Yes,Credit card (automatic),No
41,113.6,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),Yes
23,25.1,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
29,78.9,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
4,80.15,No,No,No,Fiber optic,Yes,No,No,Electronic check,No
6,25.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
67,105.4,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
7,45.75,No,No,No,DSL,No,No,No,Mailed check,No
56,24.45,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
72,25.0,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
72,85.25,Yes,Yes,No,DSL,Yes,Yes,Yes,Electronic check,No
23,19.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
35,50.15,No,No,No,DSL,No,No,No,Mailed check,No
27,70.55,No,No,No,Fiber optic,No,No,No,Electronic check,No
26,60.05,No,No,Yes,DSL,No,No,Yes,Electronic check,Yes
12,26.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
40,20.15,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
7,58.85,Yes,Yes,No,DSL,Yes,Yes,Yes,Mailed check,No
70,97.55,No,Yes,No,Fiber optic,Yes,No,Yes,Credit card (automatic),No
60,19.65,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
39,25.25,No,No,No,DSL,No,No,No,Credit card (automatic),No
72,114.45,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
1,34.7,No,Yes,No,DSL,No,No,No,Electronic check,Yes
54,70.7,No,Yes,Yes,DSL,No,No,Yes,Electronic check,No
3,85.3,No,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
63,75.55,Yes,Yes,Yes,DSL,Yes,No,Yes,Credit card (automatic),No
71,84.8,No,No,Yes,Fiber optic,No,No,Yes,Electronic check,No
42,20.65,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
47,20.45,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
66,102.45,Yes,Yes,No,Fiber optic,No,Yes,Yes,Credit card (automatic),Yes
21,104.4,Yes,Yes,No,Fiber optic,Yes,Yes,No,Bank transfer (automatic),Yes
11,35.65,No,No,Yes,DSL,No,No,Yes,Electronic check,No
1,99.75,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
55,90.45,Yes,No,Yes,Fiber optic,No,No,Yes,Electronic check,No
69,97.65,Yes,Yes,Yes,Fiber optic,No,No,Yes,Credit card (automatic),No
3,73.85,Yes,No,No,Fiber optic,No,No,No,Electronic check,No
4,74.4,Yes,Yes,Yes,DSL,No,Yes,No,Electronic check,Yes
30,69.1,Yes,Yes,Yes,DSL,No,No,No,Credit card (automatic),No
5,82.75,Yes,No,Yes,Fiber optic,No,No,No,Electronic check,No
71,24.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
29,55.25,No,No,No,DSL,No,No,Yes,Electronic check,No
52,61.35,No,No,Yes,DSL,No,No,Yes,Bank transfer (automatic),No
68,76.75,Yes,No,No,DSL,Yes,Yes,Yes,Credit card (automatic),No
46,19.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
8,54.75,No,No,No,DSL,No,Yes,No,Credit card (automatic),No
72,19.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
17,19.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
3,107.95,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Electronic check,No
2,83.8,No,Yes,No,Fiber optic,No,No,Yes,Bank transfer (automatic),No
9,74.25,No,No,No,Fiber optic,Yes,No,No,Credit card (automatic),Yes
51,56.4,Yes,Yes,No,DSL,No,Yes,Yes,Credit card (automatic),No
6,20.1,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
3,94.9,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
17,94.2,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
30,49.9,No,No,No,DSL,No,No,No,Electronic check,No
31,71.05,No,Yes,Yes,DSL,No,No,Yes,Electronic check,No
45,81.65,Yes,Yes,Yes,DSL,Yes,Yes,No,Bank transfer (automatic),No
64,89.45,Yes,No,No,Fiber optic,Yes,No,Yes,Bank transfer (automatic),No
1,59.85,No,Yes,No,DSL,No,No,No,Electronic check,Yes
1,69.6,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
61,99.0,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
1,19.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
9,45.4,No,Yes,No,DSL,No,Yes,No,Electronic check,Yes
72,114.45,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
1,19.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
7,44.25,No,No,No,DSL,No,No,No,Mailed check,No
66,90.55,Yes,No,Yes,Fiber optic,No,No,Yes,Bank transfer (automatic),No
1,69.9,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
40,20.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
16,71.4,Yes,No,No,DSL,No,Yes,Yes,Bank transfer (automatic),No
2,87.15,No,Yes,No,Fiber optic,No,No,Yes,Bank transfer (automatic),Yes
67,24.85,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
41,104.45,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
56,19.8,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
72,116.45,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
3,84.75,No,No,No,Fiber optic,No,Yes,No,Bank transfer (automatic),Yes
54,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
52,110.75,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Electronic check,No
50,89.7,Yes,No,Yes,Fiber optic,No,Yes,No,Bank transfer (automatic),No
14,89.95,No,Yes,Yes,Fiber optic,No,No,No,Electronic check,Yes
27,48.7,No,No,No,DSL,Yes,No,No,Credit card (automatic),No
72,96.6,Yes,No,Yes,Fiber optic,Yes,No,Yes,Bank transfer (automatic),No
62,74.3,No,Yes,No,DSL,Yes,Yes,Yes,Credit card (automatic),No
12,54.3,No,No,Yes,DSL,No,No,Yes,Electronic check,No
44,74.85,Yes,Yes,Yes,DSL,No,Yes,No,Bank transfer (automatic),No
54,79.95,No,No,Yes,Fiber optic,No,No,Yes,Bank transfer (automatic),No
68,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
20,19.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
50,54.9,Yes,No,No,DSL,No,No,No,Bank transfer (automatic),No
58,24.45,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
35,89.65,No,Yes,No,Fiber optic,No,No,Yes,Bank transfer (automatic),No
2,45.4,No,No,No,DSL,No,No,No,Electronic check,No
63,75.7,Yes,No,Yes,DSL,Yes,Yes,No,Mailed check,No
58,110.65,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
27,20.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
71,115.15,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
63,58.55,Yes,No,No,DSL,No,Yes,No,Credit card (automatic),No
71,93.25,Yes,No,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
41,113.2,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Electronic check,Yes
13,90.5,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
2,79.0,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
68,19.35,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
1,48.75,No,No,No,DSL,Yes,No,No,Mailed check,No
65,109.05,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Electronic check,No
72,25.0,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
28,54.9,No,No,Yes,DSL,No,No,No,Credit card (automatic),No
72,24.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
2,91.15,No,Yes,No,Fiber optic,Yes,No,Yes,Electronic check,No
18,20.15,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),Yes
60,104.35,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
26,66.05,No,No,Yes,DSL,No,Yes,No,Electronic check,No
1,71.65,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
4,20.35,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
68,92.2,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
38,84.25,Yes,No,Yes,Fiber optic,No,No,Yes,Credit card (automatic),Yes
42,105.2,Yes,Yes,No,Fiber optic,Yes,Yes,No,Bank transfer (automatic),No
57,19.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
54,30.4,No,No,No,DSL,No,No,Yes,Electronic check,No
12,78.1,No,No,No,Fiber optic,No,Yes,No,Bank transfer (automatic),Yes
44,61.5,Yes,No,No,DSL,Yes,No,Yes,Mailed check,No
42,69.4,No,Yes,No,DSL,Yes,No,Yes,Bank transfer (automatic),No
72,24.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
71,91.05,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Mailed check,No
19,89.65,Yes,No,No,Fiber optic,No,Yes,No,Mailed check,Yes
23,73.65,No,Yes,Yes,DSL,No,Yes,No,Credit card (automatic),No
30,19.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
35,26.2,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
10,98.7,No,Yes,No,Fiber optic,Yes,Yes,No,Electronic check,Yes
1,43.85,No,No,No,DSL,No,No,No,Bank transfer (automatic),No
22,69.7,No,No,No,Fiber optic,No,No,No,Mailed check,No
7,38.55,Yes,No,No,DSL,Yes,No,Yes,Mailed check,No
36,53.1,Yes,No,Yes,DSL,Yes,Yes,Yes,Mailed check,No
34,20.65,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
72,64.45,Yes,No,No,DSL,Yes,No,Yes,Credit card (automatic),No
36,25.1,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
1,76.35,Yes,No,No,Fiber optic,No,No,No,Electronic check,Yes
23,79.15,No,No,No,Fiber optic,No,No,Yes,Electronic check,Yes
32,85.0,No,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
71,95.15,Yes,No,Yes,Fiber optic,Yes,No,Yes,Credit card (automatic),No
23,79.35,Yes,No,No,Fiber optic,No,No,No,Mailed check,No
17,96.65,Yes,Yes,No,Fiber optic,No,Yes,No,Bank transfer (automatic),No
1,75.5,Yes,Yes,Yes,DSL,No,Yes,No,Electronic check,No
12,19.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
72,20.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
